plate,mjd,fiberid,redshift,subclass,w1,w2,w3,w1flux,w2flux,w3flux
662,52147,574,0.09874564,STARFORMING,13.824,13.632,10.662,468.24,222.44,861.59
662,52178,575,0.138623,STARFORMING,14.137,13.877,10.462,351,177.49,1035.5
662,52178,578,0.1082306,STARBURST,15.101,14.674,10.762,144.4,85.207,785.26
662,52147,583,0.07019453,STARFORMING,13.793,13.52,9.56,481.77,246.6,2375.8
662,52147,607,0.04141336,STARFORMING,14.152,14.031,10.655,346.22,154.04,867.34
662,52178,607,0.03986571,,14.09,14.022,11.472,366.35,155.25,408.42
662,52178,611,0.1209221,,14.14,13.896,11.772,349.87,174.41,309.94
662,52147,614,0.04140325,STARFORMING,14.075,13.968,10.915,371.53,163.21,682.6
662,52178,614,0.1095018,,15.315,15.306,11.799,118.53,47.619,302.23
662,52178,617,0.1161223,,14.784,14.465,11.295,193.44,103.23,480.8
662,52147,624,0.1121482,,14.319,14.092,11.08,296.81,145.57,586.12
662,52178,632,0.1226884,STARBURST,14.314,13.938,9.758,298.01,167.8,1980.8
662,52178,634,0.2050757,STARBURST,14.013,13.25,9.834,393.51,316.35,1846
663,52145,323,0.1170313,STARFORMING,14.505,14.265,10.268,250.07,124.16,1238.5
663,52145,339,0.1163936,STARFORMING,14.655,14.455,10.442,217.75,104.24,1055.3
663,52145,388,0.04129125,STARFORMING,12.803,12.751,10.407,1199.4,500.62,1089.8
663,52145,389,0.1098403,,14.155,13.981,11.593,345,161.27,365.4
663,52145,390,0.04017254,,13.288,13.232,10.664,767.17,321.62,859.96
663,52145,421,0.04177348,STARFORMING,14.452,14.318,11.74,262.58,118.23,319.08
663,52145,424,0.03945299,STARFORMING,14.203,14.034,10.364,330.11,153.67,1133.2
663,52145,428,0.04061647,STARFORMING,12.425,12.315,8.372,1698.3,748.3,7098.5
663,52145,433,0.1783898,,15.009,14.69,11.59,157.18,83.957,366.45
663,52145,467,0.03853228,,12.939,12.94,10.872,1057.4,420.74,709.89
663,52145,477,0.04241549,STARFORMING,13.246,13.194,10.084,797.56,332.98,1466.4
663,52145,479,0.03965014,STARFORMING,15.365,15.176,11.707,113.28,53.66,329.13
666,52149,5,0.08556645,,14.006,13.887,11.084,395.93,175.82,584.22
666,52149,8,0.08601454,,13.675,13.586,12.004,537.21,231.96,250.33
666,52149,25,0.09453005,,13.997,13.804,10.619,399.32,189.93,895.81
667,52163,172,0.1541164,,14.42,14.092,10.796,270.47,145.56,761.39
667,52163,184,0.1137858,,13.109,12.902,9.908,904.21,435.8,1724.6
667,52163,187,0.1115743,,14.484,14.376,11.675,254.96,112.05,338.91
667,52163,195,0.1125947,,14.607,14.371,10.897,227.64,112.61,693.6
667,52163,196,0.1353636,,14.642,14.379,11.17,220.33,111.77,539.65
667,52163,221,0.1108763,,13.649,13.224,10.317,549.85,324.04,1183.2
667,52163,232,0.09401979,,13.188,13.072,11.708,841.35,372.62,328.74
667,52163,235,0.05337527,,14.03,13.882,10.471,387.23,176.64,1027.1
667,52163,240,0.06122418,STARFORMING,15.059,14.94,11.709,150.17,66.684,328.31
667,52163,261,0.06070948,,12.664,12.632,11.453,1362.8,558.72,415.88
667,52163,267,0.04801973,STARFORMING,14.367,14.192,10.497,283.89,132.84,1002.4
667,52163,268,0.166207,,14.428,14.211,11.772,268.32,130.48,309.81
667,52163,276,0.04063126,STARFORMING,15.271,15.016,11.81,123.43,62.17,299.24
667,52163,278,0.1218384,STARFORMING,14.023,13.8,11.026,389.64,190.62,615.82
667,52163,296,0.1905321,,14.348,13.876,10.236,288.9,177.62,1275.5
667,52163,298,0.08703745,,14.09,14.022,10.835,366.43,155.3,734.7
667,52163,301,0.08497834,STARFORMING,14.326,14.218,11.169,294.91,129.61,540.24
667,52163,309,0.0843928,,13.226,13.106,10.131,812.37,361.22,1405.3
667,52163,313,0.05600248,,14.725,14.534,10.947,204.12,96.876,662.71
668,52162,403,0.01621192,STARBURST,12.151,12.042,8.344,2185.4,962.17,7282.6
668,52162,407,0.1371638,,13.598,13.304,11.552,576.71,300.98,379.58
668,52162,416,0.1372275,STARBURST,13.735,13.288,8.981,508.33,305.43,4049.6
668,52162,420,0.2606423,,14.51,14.119,11.653,248.93,142.07,345.73
668,52162,422,0.1094773,STARFORMING,14.698,14.441,10.988,209.29,105.57,637.97
668,52162,427,0.1094253,STARFORMING,14.044,13.737,10.01,382.26,201.98,1570.9
668,52162,445,0.1027544,STARFORMING,15.27,14.901,11.46,123.58,69.095,412.89
668,52162,448,0.04208244,STARFORMING,12.622,12.428,8.533,1416.9,673.91,6120.4
668,52162,449,0.06734163,AGN,12.605,12.093,9.276,1438.5,917.74,3088.8
668,52162,455,0.04179065,,12.663,12.713,10.779,1363.9,518.44,773.32
668,52162,459,0.2359699,STARBURST,14.281,13.607,9.605,307.46,227.62,2279.3
668,52162,463,0.109878,STARFORMING,14.637,14.379,10.588,221.32,111.76,922.4
668,52162,466,0.05537239,,12.288,12.199,9.106,1927.1,832.4,3609.7
668,52162,481,0.1123805,,14.363,14.204,11.273,285.01,131.37,490.57
668,52162,488,0.06698707,STARFORMING,15.118,15.037,11.693,142.12,61.006,333.42
668,52162,490,0.1086017,,14.597,14.47,11.258,229.72,102.77,497.46
668,52162,492,0.1093751,,14.557,14.364,11.544,238.24,113.36,382.43
668,52162,510,0.09379822,STARFORMING,14.344,14.189,10.654,289.89,133.19,867.62
668,52162,512,0.04616748,STARFORMING,14.324,14.131,10.202,295.34,140.43,1315.7
668,52162,517,0.08804115,STARFORMING,14.712,14.568,11.114,206.62,93.915,568.32
668,52162,524,0.1083512,,13.627,13.527,11.951,561.48,244.96,262.67
668,52162,537,0.039802,STARFORMING,12.44,12.387,9.067,1675.6,700.4,3742
668,52162,537,0.039802,STARFORMING,12.908,12.815,9.579,1088.8,472.15,2336.5
668,52162,552,0.04005589,STARFORMING,14.541,14.508,11.076,241.78,99.264,588.26
668,52162,554,0.01571279,STARFORMING,13.812,13.674,10.67,473.54,214.07,854.89
668,52162,558,0.1013255,STARFORMING,13.688,13.317,9.52,530.49,297.22,2465
668,52162,559,0.0548202,STARFORMING,13.99,13.743,10.164,401.97,200.9,1363
668,52162,587,0.07473961,STARFORMING,13.696,13.369,9.521,526.59,283.41,2464.1
668,52162,589,0.07467649,STARFORMING,14.726,14.51,10.761,204,99.109,786.48
668,52162,596,0.2586776,STARFORMING,14.119,13.616,9.899,356.75,225.63,1738.6
698,52203,97,0.0841893,STARFORMING,14.154,13.923,10.685,345.32,170.12,843.21
698,52203,121,0.2481071,,14.553,14.155,11.221,239.2,137.35,514.91
698,52203,136,0.05667568,STARFORMING,13.489,13.212,9.492,637.51,327.55,2529.5
698,52203,203,0.1773171,,14.588,14.205,11.438,231.73,131.2,421.54
698,52203,210,0.1607706,STARFORMING,15.26,14.722,10.986,124.75,81.473,639.18
698,52203,211,0.1649961,,14.883,14.55,11.33,176.54,95.492,465.75
699,52202,442,0.1456344,STARFORMING,14.044,13.796,10.644,382.14,191.24,875.77
699,52202,443,0.2282404,STARBURST,16.302,15.9,11.702,47.761,27.534,330.38
699,52202,446,0.1023896,STARFORMING,14.338,14.114,10.674,291.63,142.71,852.3
699,52202,453,0.07836296,STARBURST,15.527,15.202,11.815,97.529,52.396,297.76
699,52202,458,0.195833,,16.447,15.946,11.54,41.819,26.402,383.72
699,52202,459,0.079042,STARFORMING,14.093,13.782,9.882,365.31,193.67,1767.5
699,52202,526,0.2292334,STARBURST,15.195,14.74,11.009,132.48,80.197,625.66
699,52202,533,0.1956233,,16.139,15.748,11.717,55.539,31.677,325.94
699,52202,540,0.1271644,STARFORMING,14.442,14.082,10.575,265.08,147.02,932.9
699,52202,563,0.1010034,,15.304,15.125,11.753,119.76,56.249,315.46
699,52202,565,0.1277469,STARFORMING,15.432,15.103,11.453,106.44,57.361,415.6
699,52202,566,0.1114887,,13.411,13.274,11.346,684.81,309.33,458.94
699,52202,567,0.06976357,STARFORMING,12.784,12.69,9.352,1219.7,529.85,2880
699,52202,568,0.2054342,STARFORMING,15.166,14.715,10.848,136.06,82.048,725.84
699,52202,603,0.1399628,STARFORMING,14.765,14.43,10.404,196.73,106.66,1092.1
699,52202,620,0.1403922,,15.236,14.872,11.796,127.5,70.977,303.02
700,52199,336,0.07914755,STARFORMING,14.729,14.67,11.248,203.44,85.534,501.99
709,52205,333,0.3063128,,14.865,14.464,11.724,179.51,103.35,323.75
709,52205,340,0.1329256,STARBURST,15.595,15.337,11.499,91.637,46.27,398.53
709,52205,365,0.1073584,AGN,13.218,13.059,10.891,817.88,377.16,697.46
709,52205,369,0.08674533,STARFORMING,15.056,14.828,11.615,150.59,73.923,358.19
709,52205,379,0.3474598,,15.728,15.275,11.485,81.052,48.966,403.53
709,52205,415,0.2001617,STARBURST,15.32,14.671,10.585,118,85.445,924.42
709,52205,416,0.04351624,,12.242,12.287,10.948,2010.6,767.58,662.01
709,52205,446,0.1593341,,14.07,13.667,10.615,373.32,215.46,899.48
709,52205,525,0.1263394,STARFORMING,14.434,14.128,10.902,266.86,140.84,690.49
802,52289,360,0.06010475,STARBURST,15.366,14.962,11.756,113.13,65.32,314.51
802,52289,362,0.1538003,STARFORMING,15.409,15.175,11.306,108.72,53.726,475.98
802,52289,377,0.137125,STARFORMING,14.879,14.487,11.396,177.15,101.23,438.11
802,52289,388,0.1340907,STARBURST,15.871,15.367,11.724,71.054,45.006,323.77
802,52289,400,0.07243777,STARBURST,15.672,15.414,11.214,85.319,43.112,518.31
802,52289,428,0.1391681,STARBURST,15.28,14.772,11.05,122.46,77.81,602.33
802,52289,431,0.134117,STARFORMING,15.219,14.862,11.115,129.49,71.65,567.46
802,52289,436,0.1534733,STARFORMING,14.821,14.412,10.743,186.93,108.44,799.39
802,52289,504,0.1581058,,15.007,14.71,10.977,157.42,82.412,644.38
802,52289,516,0.1494827,STARFORMING,15.04,14.673,11.274,152.8,85.248,490.41
802,52289,544,0.1347151,STARFORMING,15.569,15.133,11.343,93.821,55.798,460.15
802,52289,556,0.1537736,STARFORMING,15.555,15.017,11.36,95.065,62.096,452.9
802,52289,560,0.1536068,STARFORMING,15.33,14.879,11.46,116.92,70.554,413.03
808,52556,328,0.2994523,STARFORMING,15.447,14.884,11.186,104.97,70.211,531.8
808,52556,379,0.3283916,STARFORMING,15.032,14.07,11.591,153.85,148.59,366.04
808,52556,403,0.269686,STARBURST,14.682,13.971,10.117,212.46,162.77,1423
808,52556,526,0.347175,STARFORMING,15.279,14.913,11.592,122.55,68.356,365.78
1067,52616,324,0.106041,STARFORMING,14.889,14.615,10.938,175.48,89.949,668.21
1067,52616,330,0.1964843,,14.708,14.331,10.896,207.31,116.82,694.25
1067,52616,407,0.1692648,,14.337,13.982,11.372,291.95,161.18,448.08
1067,52616,414,0.1348445,STARBURST,15.262,14.901,10.97,124.56,69.11,648.51
1067,52616,449,0.3355487,STARBURST,16.02,15.446,11.58,61.954,41.843,369.82
1067,52616,521,0.2484301,STARBURST,15.176,14.568,10.557,134.82,93.905,948.83
1067,52616,540,0.340081,STARBURST,15.363,14.706,11.271,113.42,82.685,491.37
1071,52641,51,0.2688885,STARBURST,15.947,15.499,11.885,66.274,39.84,279.34
1071,52641,62,0.1524615,STARFORMING,15.539,15.027,10.889,96.497,61.532,698.56
1076,52914,341,0.101158,,15.424,15.244,11.903,107.23,50.39,274.77
1076,52914,392,0.1299639,,15.289,14.996,11.949,121.5,63.353,263.17
1076,52914,398,0.1958393,,15.361,14.761,10.785,113.61,78.618,769.03
1077,52644,284,0.1620671,,14.869,14.49,11.272,178.77,100.89,491.26
1078,52643,24,0.05842831,STARBURST,15.244,15.307,11.636,126.62,47.541,351.27
1078,52643,27,0.2426685,STARFORMING,16.046,15.174,11.726,60.472,53.751,323.27
1078,52643,34,0.07961695,STARBURST,15.209,14.856,11.135,130.74,72.037,557.18
1078,52643,36,0.09013744,STARBURST,14.995,14.705,10.905,159.29,82.781,688.97
1078,52643,38,0.1266607,STARFORMING,15.852,15.136,11.629,72.329,55.655,353.54
1078,52643,40,0.258811,STARBURST,15.283,14.705,10.899,122.18,82.796,692.4
1078,52643,70,0.2874261,STARBURST,15.789,15.038,11.536,76.599,60.916,385.14
1078,52643,189,0.2526197,STARFORMING,14.522,14.06,10.163,246.24,149.94,1364
1242,52901,53,0.07021684,STARBURST,14.428,14.155,10.07,268.31,137.46,1486
1242,52901,83,0.1742821,,14.839,14.38,11.068,183.75,111.65,592.64
1242,52901,84,0.1087138,,13.371,13.225,11.079,710.4,323.72,586.44
1242,52901,100,0.1793726,STARBURST,13.934,13.284,8.734,423.03,306.47,5085.4
1242,52901,126,0.1239599,AGN,14.314,14.01,9.908,298.03,157.02,1724.4
1242,52901,217,0.04159971,,13.708,13.576,11.127,520.82,234.19,561.3
1242,52901,220,0.0404163,STARFORMING,14.667,14.237,10.998,215.41,127.41,632.2
1242,52901,243,0.2649084,,14.137,13.866,10.959,350.9,179.26,655.34
1242,52901,254,0.1352486,,14.191,13.882,10.03,333.89,176.7,1541.4
1242,52901,257,0.06639373,,14.131,14.029,11.242,352.86,154.35,504.73
1242,52901,293,0.07284015,,13.632,13.534,11.715,558.69,243.53,326.58
1242,52901,297,0.07318541,,15.203,15.049,11.167,131.48,60.292,541.1
1243,52930,41,0.1535308,STARBURST,15.823,15.353,11.536,74.276,45.601,385.01
1243,52930,50,0.2138522,STARBURST,14.741,14.288,11.152,201.1,121.57,548.31
1243,52930,126,0.06215177,,14.633,14.418,10.782,222.22,107.89,771.26
1243,52930,248,0.1948445,,14.285,14.026,11.407,306.13,154.81,433.86
1502,53741,27,0.1606182,STARBURST,14.146,13.608,9.352,347.92,227.39,2879.7
1502,53741,39,0.1611005,STARFORMING,14.652,14.216,10.495,218.36,129.94,1004.5
1502,53741,77,0.09242535,STARFORMING,15.128,14.942,11.628,140.81,66.56,353.75
1504,52940,328,0.1925407,,14.026,13.692,11.631,388.67,210.55,352.97
1504,52940,329,0.1954895,STARBURST,15.786,15.366,11.692,76.86,45.029,333.53
1504,52940,378,0.1298063,STARFORMING,15.365,15.354,11.785,113.26,45.533,306.24
1512,53035,633,0.133375,STARFORMING,14.689,14.244,10.246,211.09,126.56,1263.4
1513,53741,409,0.1334663,STARFORMING,14.678,14.246,11.463,213.28,126.4,411.88
1513,53741,451,0.1928455,STARFORMING,15.024,14.526,10.938,154.99,97.65,667.82
1513,53741,457,0.1271373,,15.033,14.631,11.355,153.75,88.651,454.94
1513,53741,507,0.1348677,STARFORMING,14.83,14.626,10.94,185.32,89.025,666.93
1529,52930,74,0.122636,STARFORMING,14.543,14.307,10.564,241.43,119.49,942.77
1529,52930,104,0.1902937,STARBURST,15.179,14.735,10.727,134.36,80.523,811.61
1529,52930,111,0.07907131,STARFORMING,15.432,15.087,11.138,106.42,58.239,555.48
1529,52930,223,0.1239817,STARBURST,15.142,14.912,10.872,139,68.432,709.95
1529,52930,264,0.166993,STARBURST,15.683,15.251,11.316,84.524,50.06,471.52
1529,52930,266,0.2169612,,15.143,14.857,11.231,138.97,71.954,509.97
1529,52930,270,0.3414537,STARBURST,15.145,14.395,10.527,138.73,110.16,975.17
1529,52930,305,0.0381192,STARBURST,15.508,15.885,11.113,99.298,27.935,568.74
1529,52930,310,0.1353339,STARFORMING,14.747,14.445,10.615,200.08,105.16,899.28
1529,52930,318,0.03660529,,12.804,12.771,9.819,1197.4,491.39,1872.1
1559,53271,78,0.1107881,STARFORMING,15.032,14.706,10.635,153.93,82.719,882.87
1562,53052,604,0.1751793,STARFORMING,15.92,15.495,11.816,67.947,39.989,297.7
1562,53052,606,0.1425374,STARFORMING,15.98,15.547,11.922,64.291,38.122,270
1562,53052,610,0.1526819,STARFORMING,14.78,14.529,11.064,194.15,97.341,594.93
1562,53052,617,0.1504065,,15.609,15.29,11.815,90.446,48.301,297.92
1563,52941,335,0.1974913,,15.095,14.609,11.476,145.18,90.49,407.15
1563,52941,343,0.128713,STARFORMING,15.001,14.727,11.045,158.28,81.152,605.35
1563,52941,362,0.2314292,STARFORMING,15.625,15.202,11.249,89.097,52.382,501.79
1563,52941,370,0.1604183,STARFORMING,14.929,14.627,10.904,169.16,88.934,689.5
1563,52941,419,0.1975418,STARFORMING,15.844,15.656,11.498,72.818,34.491,398.74
1563,52941,454,0.1157858,,14.669,14.321,10.783,214.93,117.94,770.78
1633,52998,220,0.3384967,STARFORMING,16.027,15.52,11.482,61.526,39.097,404.82
1635,53053,337,0.3457204,,14.793,14.564,11.247,191.7,94.289,502.57
1733,53047,9,0.06568552,,13.57,13.514,10.976,591.79,247.94,645.11
1733,53047,11,0.0609603,STARBURST,14.73,14.61,11.276,203.23,90.393,489.13
1733,53047,13,0.06068159,STARFORMING,12.98,12.916,9.368,1018.7,430.06,2836.1
1733,53047,41,0.06119148,STARBURST,14.711,14.507,10.57,206.8,99.352,937.63
1733,53047,42,0.1306382,STARFORMING,14.581,14.288,10.47,233.23,121.54,1027.7
1733,53047,44,0.08098813,STARFORMING,15.146,14.982,11.556,138.56,64.165,378.16
1733,53047,48,0.0717648,STARFORMING,15.04,14.652,11.446,152.75,86.965,418.37
1733,53047,57,0.08873206,STARFORMING,14.418,14.186,10.518,270.94,133.51,983.3
1733,53047,83,0.07844292,,13.804,13.699,10.328,477,209.07,1171.6
1733,53047,86,0.09684055,STARFORMING,14.511,14.288,10.582,248.75,121.58,927.34
1733,53047,87,0.05894478,STARFORMING,13.963,13.804,10.143,411.87,189.78,1388.8
1733,53047,93,0.2039016,,14.315,13.941,11.06,297.74,167.38,597.05
1733,53047,98,0.06250376,,12.426,12.449,11.379,1696.4,661.22,444.84
1733,53047,125,0.08007761,,13.182,13.102,10.588,845.7,362.55,922.03
1733,53047,127,0.07831858,,14.923,14.646,11.393,170.09,87.423,439.22
1733,53047,129,0.2036543,STARFORMING,14.293,13.888,10.165,304.08,175.77,1361.2
1733,53047,133,0.07862404,STARFORMING,13.783,13.602,9.96,486.35,228.72,1644.8
1733,53047,136,0.1159335,STARBURST,15.727,15.379,10.899,81.162,44.484,692.26
1733,53047,205,0.1161239,BROADLINE,13.425,13.208,10.956,676.08,328.6,657.1
1733,53047,209,0.09289268,STARBURST,14.223,13.991,9.957,324.06,159.75,1648.9
1733,53047,212,0.05461237,STARFORMING,14.021,13.947,10.005,390.66,166.41,1577.7
1733,53047,212,0.05461237,STARFORMING,13.993,13.815,10.21,400.74,187.89,1305.8
1733,53047,214,0.05351759,STARFORMING,13.895,13.79,10.006,438.69,192.38,1576.6
1733,53047,216,0.06113061,,13.46,13.346,11.001,654.8,289.43,630.27
1733,53047,257,0.05476409,STARFORMING,13.602,13.452,9.944,574.43,262.45,1669.1
1733,53047,397,0.09734172,STARFORMING,14.654,14.388,10.671,218.02,110.88,854.27
1733,53047,423,0.1345842,STARFORMING,13.491,13.117,9.576,636.49,357.53,2342.1
1733,53047,431,0.2077938,,13.492,13.108,10.377,635.36,360.41,1120.1
1733,53047,434,0.07855275,STARFORMING,14.222,13.994,10.409,324.36,159.36,1087.7
1733,53047,472,0.1340988,STARFORMING,14.77,14.49,11.014,195.81,100.96,623.15
1733,53047,500,0.09689782,STARFORMING,14.922,14.609,11.054,170.37,90.451,600.58
1733,53047,503,0.0884281,,14.187,14.012,10.999,335.08,156.74,631.82
1733,53047,506,0.08771067,STARFORMING,14.103,13.85,11.443,362.13,181.95,419.71
1733,53047,520,0.0888068,,14.15,13.991,11.422,346.7,159.76,427.76
1733,53047,547,0.1446259,STARFORMING,14.463,14.171,10.415,259.78,135.39,1081.6
1733,53047,551,0.01986751,STARFORMING,12.302,12.259,8.986,1901.9,787.92,4031.5
1733,53047,585,0.1328505,,13.985,13.717,10.862,403.68,205.59,716.56
1733,53047,587,0.08857473,,14.308,14.098,11.757,299.81,144.79,314.24
1733,53047,592,0.1461772,,14.565,14.227,10.742,236.56,128.58,800.39
387,51791,524,0.08486205,STARFORMING,14.552,14.403,10.322,239.39,109.34,1178
387,51791,538,0.1044239,,14.331,14.201,10.961,293.43,131.65,654.11
392,51793,109,0.07237677,STARFORMING,13.876,13.684,9.869,446.26,212.06,1788.9
392,51793,113,0.07050603,STARFORMING,13.423,13.197,9.132,677.17,332,3525.9
392,51793,142,0.04653296,STARBURST,14.734,14.627,10.88,202.57,88.932,704.77
392,51793,145,0.04426238,STARFORMING,13.766,13.614,10.153,493.97,226.26,1376.9
392,51793,149,0.04540667,STARBURST,13.837,13.702,9.634,462.77,208.49,2220.7
392,51793,154,0.1120363,STARFORMING,14.881,14.929,11.1,176.91,67.34,575.55
392,51793,159,0.07953566,STARFORMING,14.163,14.065,11.161,342.55,149.33,544.21
392,51793,160,0.08052232,STARFORMING,15.402,15.181,11.355,109.42,53.411,455.17
392,51793,173,0.1540042,,14.306,13.988,10.881,300.41,160.23,703.76
392,51793,176,0.1716001,,15.533,15.101,11.384,97.046,57.484,442.87
392,51793,177,0.1158445,,14.741,14.315,11.346,201.22,118.63,458.92
392,51793,178,0.2042356,STARFORMING,14.385,13.964,10.968,279.18,163.8,649.88
392,51793,182,0.19606,,14.074,13.78,11.076,371.76,194.09,588.35
392,51793,192,0.03022247,STARFORMING,13.515,13.447,9.777,622.29,263.72,1945.5
392,51793,194,0.1687365,STARBURST,15.961,15.369,11.037,65.426,44.905,609.75
392,51793,195,0.03018459,STARFORMING,14.546,14.51,11.181,240.76,99.078,534.05
392,51793,196,0.0558728,,13.274,13.166,10.161,777.14,341.62,1365.9
392,51793,197,0.09899896,,14.283,14.084,10.832,306.68,146.72,736.6
392,51793,200,0.0420322,STARFORMING,13.277,13.139,9.618,774.53,350.2,2253.3
392,51793,225,0.1824908,,14.783,14.574,10.96,193.64,93.438,654.73
392,51793,231,0.1073947,STARFORMING BROADLINE,12.871,12.523,8.632,1126,617.95,5586.4
392,51793,424,0.04517834,STARFORMING,13.623,13.582,10.399,563.42,232.94,1097.4
392,51793,475,0.1032022,,14.279,14.251,11.415,307.99,125.8,430.7
392,51793,479,0.04487363,STARFORMING,13.641,13.533,10.089,554.1,243.68,1460.2
392,51793,511,0.1748341,,13.904,13.66,11.149,434.85,216.68,550.21
392,51793,519,0.0710912,STARFORMING,13.061,12.95,9.599,945.36,416.92,2293.6
393,51794,6,0.06834686,STARBURST,14.443,14.223,10.947,264.75,129.05,662.6
393,51794,8,0.1147817,,14.513,14.213,10.522,248.2,130.25,979.99
393,51794,15,0.1171647,,14.083,13.754,10.838,368.9,198.81,732.39
393,51794,50,0.1074698,,13.705,13.149,11.284,522.17,347.09,485.66
393,51794,56,0.1223507,,13.223,13.039,10.585,814.13,384.09,924.88
393,51794,58,0.06883364,STARFORMING,14.933,14.774,11.189,168.54,77.663,529.93
393,51794,87,0.08080775,STARFORMING,14.082,13.957,10.234,369.24,164.9,1277.8
393,51794,88,0.1088453,,13.903,13.694,10.646,435.45,210.13,874.52
393,51794,313,0.06945675,STARFORMING,14.175,14.113,10.355,338.92,142.8,1142.4
393,51794,316,0.08064174,STARFORMING,13.2,13.136,10.772,831.69,351.23,778.1
393,51794,318,0.1296732,STARFORMING,13.998,13.703,9.818,399.02,208.41,1874.9
393,51794,341,0.2198766,,15.738,15.456,11.164,80.296,41.456,542.41
393,51794,356,0.04166212,,12.548,12.44,9.03,1516.9,667.03,3873.7
394,51913,205,0.1079409,STARBURST,14.66,14.328,10.346,216.76,117.19,1152.1
394,51913,207,0.06848836,STARFORMING,14.004,13.812,10.242,396.51,188.37,1268
394,51913,217,0.061829,STARFORMING,13.947,13.802,10.252,418.06,190.18,1256.4
394,51876,243,0.1034576,,13.904,13.581,10.362,434.87,233.1,1135.7
394,51913,243,0.07958863,STARFORMING,13.759,13.536,10.874,497.06,242.97,708.9
394,51876,244,0.107343,STARFORMING,14.24,14,10.451,319.3,158.44,1046
394,51876,250,0.06855154,STARFORMING,14.666,14.368,11.113,215.6,112.91,568.78
394,51913,250,0.101168,STARFORMING,14.223,13.917,11.227,324.23,171.04,511.7
394,51913,253,0.0777502,STARFORMING,14.258,13.956,10.686,313.79,165,842.56
394,51812,260,0.07867661,STARFORMING,14.879,14.506,10.884,177.13,99.437,701.99
394,51876,292,0.03389179,,12.239,12.263,9.979,2015,784.91,1615.6
396,51816,446,0.1895314,,13.87,13.607,11.075,448.77,227.67,588.81
396,51816,448,0.1715577,STARBURST,14.258,13.771,9.876,313.84,195.68,1777
396,51816,457,0.1189437,STARBURST,15.532,15.026,11.535,97.106,61.583,385.51
396,51816,530,0.04831021,STARFORMING,13.494,13.283,9.756,634.38,306.71,1984.4
396,51816,532,0.05022295,,12.712,12.663,9.68,1304.3,542.86,2127.3
396,51816,533,0.158597,STARFORMING,14.079,13.694,9.793,370.06,210.08,1917.1
396,51816,562,0.1275686,STARBURST,13.584,13.208,8.96,583.94,328.64,4131.4
396,51816,563,0.08055113,,13.438,13.338,11.2,668.05,291.72,525.04
396,51816,576,0.1540036,,14.064,13.802,11.534,375.46,190.26,385.85
396,51816,603,0.06614114,,14.309,14.165,11.297,299.62,136.14,480.01
396,51816,607,0.155493,STARBURST,14.398,14.026,10.2,275.86,154.73,1318
399,51817,636,0.07871387,STARFORMING,14.175,13.961,10.734,338.87,164.31,806.1
400,51820,352,0.1781796,STARBURST,14.969,14.547,10.613,163.11,95.803,901.3
400,51820,356,0.104818,STARFORMING,13.015,12.686,8.774,985.87,531.77,4902.2
400,51820,391,0.07793467,,12.477,12.5,11.877,1618.7,630.68,281.36
400,51820,393,0.07974,,13.322,13.228,11.309,743.66,322.68,474.83
400,51820,394,0.07990688,,13.39,13.28,11.61,698.43,307.47,359.71
400,51820,399,0.1785887,STARBURST,13.856,13.256,9.235,454.65,314.54,3206.3
400,51820,425,0.157011,STARBURST,14.101,13.647,9.523,362.65,219.36,2459
417,51821,241,0.1151506,,14.042,13.888,10.502,382.83,175.71,998.21
418,51884,604,0.1030646,,13.565,13.415,11.211,594.03,271.6,519.65
418,51817,606,0.07796081,,12.882,12.852,11.409,1114.3,456.36,433.05
418,51817,618,0.1031225,,13.524,13.335,10.387,617.31,292.53,1109.7
419,51868,322,0.1140897,,13.69,13.54,10.279,529.9,242.09,1225.7
419,51879,327,0.1375808,STARFORMING,14.421,14.079,10.444,270.27,147.34,1052.8
419,51879,330,0.1141746,,13.752,13.508,10.511,500.39,249.42,990.17
419,51868,362,0.2473357,STARBURST,16.653,14.897,10.634,34.575,69.395,883.56
419,51879,363,0.07837393,STARFORMING,14.72,14.555,11.074,205.09,95.085,589.63
419,51868,441,0.07820147,STARFORMING,14.537,14.486,10.507,242.76,101.29,993.86
419,51868,533,0.1145561,STARFORMING,14.193,13.443,10.485,333.29,264.83,1013.5
421,51821,107,0.1045857,STARFORMING,14.857,14.273,11.479,180.84,123.3,405.75
421,51821,161,0.1235623,STARFORMING,13.694,13.491,10.046,527.94,253.37,1519.1
421,51821,163,0.08960699,,13.955,13.775,10.746,414.78,194.95,796.93
421,51821,169,0.1636938,,13.853,13.584,11.036,455.93,232.39,610.43
421,51821,170,0.04068707,STARFORMING,13.495,13.349,9.841,633.77,288.64,1834.1
421,51821,197,0.1346766,,13.168,13.001,10.366,856.47,397.8,1131.8
421,51821,199,0.03979271,STARFORMING,14.737,14.628,11.34,202.01,88.852,461.45
421,51821,232,0.1235117,STARFORMING,14.031,13.699,10.011,387.01,209.21,1568.4
421,51821,234,0.1330341,,14.495,14.208,11.608,252.32,130.86,360.48
421,51821,260,0.06015916,STARFORMING,13.103,12.986,9.272,909.84,403.13,3098.7
421,51821,274,0.1039935,,14.043,13.874,11.516,382.56,177.97,392.46
423,51821,7,0.1479126,,14.602,14.381,10.808,228.73,111.56,752.7
423,51821,42,0.07387197,STARFORMING,13.619,13.406,9.709,565.58,274.02,2072.2
